date,1. open,2. high,3. low,4. close,5. volume
2021-02-08,339.01,339.5,335.2,337.84,1549852.0
2021-02-05,339.59,341.42,336.5,337.04,1454717.0
2021-02-04,333.99,338.42,332.18,337.23,2174109.0
2021-02-03,331.68,333.4,328.3,332.39,2683133.0
2021-02-02,327.43,335.2,326.69,332.7,2058148.0
2021-02-01,324.88,325.65,319.81,324.03,1615460.0
2021-01-29,327.1,328.98,321.72,321.82,2101146.0
2021-01-28,332.14,334.68,327.1784,327.93,1837783.0
2021-01-27,332.28,335.73,329.674,332.51,2666254.0
2021-01-26,339.0,343.98,330.69,330.69,3542394.0
2021-01-25,339.36,346.89,337.9,343.51,1976590.0
2021-01-22,338.74,341.84,337.21,339.88,1557608.0
2021-01-21,341.67,343.61,338.96,339.67,1662714.0
2021-01-20,342.54,343.78,339.215,341.67,1780036.0
2021-01-19,350.74,350.97,341.48,341.5,2017205.0
2021-01-15,347.09,350.5,344.278,347.27,1853095.0
2021-01-14,348.0,354.79,346.85,347.44,1965626.0
2021-01-13,341.41,347.2,339.165,345.49,1648145.0
2021-01-12,336.52,343.37,335.63,341.85,2993838.0
2021-01-11,335.0,339.0,333.32,337.68,3203959.0
2021-01-08,341.88,343.47,335.01,336.1,3226305.0
2021-01-07,344.36,347.8499,341.3398,342.55,2048908.0
2021-01-06,343.0,351.92,342.7826,348.03,1897475.0
2021-01-05,344.64,351.19,343.3,348.79,1479063.0
2021-01-04,354.98,354.98,341.065,344.64,1887470.0
2020-12-31,353.82,356.03,352.23,354.98,1318520.0
2020-12-30,353.0,356.61,353.0,354.16,840790.0
2020-12-29,356.0,357.35,351.8,353.9,1056162.0
2020-12-28,353.11,357.82,351.71,354.18,1020056.0
2020-12-24,352.83,354.0561,350.4,351.97,508779.0
2020-12-23,349.95,354.995,349.4,351.6,1307538.0
2020-12-22,349.35,350.62,347.385,347.92,1822762.0
